Gene	Mean	Std	Median	Max	Min	CV
ENSG00000234899	0.06844814421255621	0.12815657870808478	0.028068988827048648	0.7983877629087581	-0.1156712951225931	1.8720428399310745
ENSG00000124107	15.683906273737177	12.9016350199319	11.558388016973375	78.10634660436187	0.5152175471612791	0.8226029006247486
ENSG00000214456	1.3646266347123432	0.45123532961857027	1.2814715753667332	3.62982739393669	0.6962991763532874	0.33066335619348797
ENSG00000188368	0.10700605570198876	0.06458729326769938	0.10470985129885091	0.2989105245341272	-0.0880142080164348	0.6035290017374384
ENSG00000155158	1.289820978786901	0.4365832905522047	1.1898301816105032	4.074504845387309	0.510314281895346	0.3384810085448681
ENSG00000164989	0.18045729812744496	0.05576750358245964	0.17888805719626985	0.3958867142084644	0.0600218214394412	0.3090172245116506
ENSG00000186160	0.573885223605763	0.5940430594168943	0.44873925944655524	4.025090073943868	-0.1706598568693366	1.0351071676194536
ENSG00000186377	6.531642095293239	5.443608439175034	5.421935128895042	51.50789904213458	-0.0093798092914915	0.8334198392314469
ENSG00000153714	4.325464892363744	1.6791990788621234	4.182106162250953	13.69331920074871	0.4958564292062766	0.3882114959970305
ENSG00000187595	-0.11886610148193827	0.05575103146589485	-0.1216789513633883	0.060719935861917	-0.2324506532355531	-0.46906326869863674
ENSG00000249618	-0.14384796203555755	0.05154477784832566	-0.14609588555945655	0.0246413657698546	-0.2855746940941094	-0.3583530878696926
ENSG00000161513	0.4777716652001443	0.24630051784557	0.4295637456308024	2.1000964902146446	-0.010328763532333	0.5155085173525734
ENSG00000267128	0.847293902177462	0.6920404295994653	0.7096021051221264	6.337932083402667	-0.2046537312817642	0.816755862708776
ENSG00000130513	8.395701762713427	9.717728464228523	4.880262026067934	64.64698659932898	0.1331695250648206	1.1574633263836385
ENSG00000186628	0.03623138094565262	0.0762649172824077	0.03196383093183075	0.4128928560718895	-0.140713498011859	2.104360134531688
ENSG00000148143	1.542217088993812	0.39951631775609214	1.527846896944245	2.8384310784007334	0.4418174904751974	0.2590515499353255
ENSG00000188647	3.200899476592388	0.6752168640984285	3.1310850791209894	6.328954568040793	1.6424077707874694	0.21094531695949376
ENSG00000110987	0.948137898274797	0.25030165891201933	0.9143915289390663	2.131721192848329	0.4525295679083415	0.2639901004552727
ENSG00000118418	44.25830331372916	14.791930575824379	43.64536357251497	103.07086771497734	13.20007939292728	0.3342181269080547
ENSG00000118482	3.371211551082023	0.5724777559085086	3.2971378137904335	6.685789145345539	1.815367905425318	0.1698131514746537
ENSG00000146243	1.210520708021649	0.46674727023801554	1.1660793665834204	4.938463207039882	0.4243498947745485	0.38557243293795757
ENSG00000166783	1.9931920068601279	0.2642098525809922	1.9768217015775664	2.934790271320276	1.271517082954326	0.13255548191886454
ENSG00000167528	1.3412645570825348	0.25932515088026764	1.320025185810588	2.97921372295617	0.752559588249994	0.19334233212052956
ENSG00000124006	0.8071484621419803	0.21726457718464134	0.8056837144837022	1.6035153525324657	0.1377558263679567	0.26917214819018304
ENSG00000135999	4.393833384048218	0.7911487864720775	4.347568829346235	6.658670972671128	2.5259905325090606	0.18005848577678743
ENSG00000137103	0.915474761928697	0.27511953121334165	0.8698303407686065	1.9701837115709293	0.3920531628731686	0.300517870591023
